0_name_trader,allocation_0,allocation_scaler_0,allocation_scaler_1,allocation_scaler_2,name_0_strategy,name_1_super,name_2_super,MixMultiplier_on_strategy,MixPercentage_on_strategy,MixMultiplier_AIO,Strategy_Scaler
SQfu_SQru@192.168.1.53@36923,0.111130824433538,0.596080858559661,2.18632032134307,1.28202976033997,Cn.All.60B.PairX(MFA)@CnCom.Id807035.CnOil_All,Day,Allocation ss8,0.1856742209458499,0.1000000000000002,0.018567422094585027,2.8029277175978624
SQfu_SQsc@192.168.1.53@36928,0.177806049122321,0.596080858559661,2.18632032134307,1.28202976033997,Cn.All.60B.PairX(MFA)@CnCom.Id807035.CnOil_All,Day,Allocation ss8,0.297073290138242,0.1000000000000002,0.029707329013824262,2.8029277175978624
SQfu_ZZMA@192.168.1.53@36933,0.102897234968912,0.596080858559661,2.18632032134307,1.28202976033997,Cn.All.60B.PairX(MFA)@CnCom.Id807035.CnOil_All,Day,Allocation ss8,0.17191777382845563,0.1000000000000002,0.017191777382845597,2.8029277175978624
SQfu_ZZTA@192.168.1.53@36938,0.111266261086975,0.596080858559661,2.18632032134307,1.28202976033997,Cn.All.60B.PairX(MFA)@CnCom.Id807035.CnOil_All,Day,Allocation ss8,0.18590050465464633,0.1000000000000002,0.01859005046546467,2.8029277175978624
DLa@192.168.1.17@55601,0.0247450154423965,10.0398272509651,2.09730910920838,1.28202976033997,Cn.All.60.PairX(CalArb)@CnCom.Id807035.CalArb3N,Night,Allocation ss8,0.6679970111639018,0.09999999999999981,0.06679970111639005,2.6888126946372557
DLa@192.168.1.17@55602,0.0252903805663714,10.0398272509651,2.09730910920838,1.28202976033997,Cn.All.60.PairX(CalArb)@CnCom.Id807035.CalArb3N,Night,Allocation ss8,0.6827192599196691,0.09999999999999981,0.06827192599196678,2.6888126946372557
DLa@192.168.1.17@55603,0.0244140842626112,10.0398272509651,2.09730910920838,1.28202976033997,Cn.All.60.PairX(CalArb)@CnCom.Id807035.CalArb3N,Night,Allocation ss8,0.6590634528271883,0.09999999999999981,0.0659063452827187,2.6888126946372557
DLcs@192.168.1.17@55604,0.0279383472581456,10.0398272509651,2.09730910920838,1.28202976033997,Cn.All.60.PairX(CalArb)@CnCom.Id807035.CalArb3N,Night,Allocation ss8,0.754201689982579,0.09999999999999981,0.07542016899825775,2.6888126946372557
DLcs@192.168.1.17@55605,0.023014554667673,10.0398272509651,2.09730910920838,1.28202976033997,Cn.All.60.PairX(CalArb)@CnCom.Id807035.CalArb3N,Night,Allocation ss8,0.6212828505628479,0.09999999999999981,0.06212828505628468,2.6888126946372557
DLcs@192.168.1.17@55606,0.0295090859109974,10.0398272509651,2.09730910920838,1.28202976033997,Cn.All.60.PairX(CalArb)@CnCom.Id807035.CalArb3N,Night,Allocation ss8,0.7966041175691425,0.09999999999999981,0.0796604117569141,2.6888126946372557
DLj@192.168.1.17@55610,0.0100192388095889,10.0398272509651,2.09730910920838,1.28202976033997,Cn.All.60.PairX(CalArb)@CnCom.Id807035.CalArb3N,Night,Allocation ss8,0.2704715054441109,0.09999999999999981,0.02704715054441104,2.6888126946372557
DLj@192.168.1.17@55611,0.00953661752789032,10.0398272509651,2.09730910920838,1.28202976033997,Cn.All.60.PairX(CalArb)@CnCom.Id807035.CalArb3N,Night,Allocation ss8,0.25744304019828285,0.09999999999999981,0.025744304019828235,2.6888126946372557
DLj@192.168.1.17@55612,0.00989656291659193,10.0398272509651,2.09730910920838,1.28202976033997,Cn.All.60.PairX(CalArb)@CnCom.Id807035.CalArb3N,Night,Allocation ss8,0.26715984334171294,0.09999999999999981,0.026715984334171244,2.6888126946372557
DLjd@192.168.1.17@55607,0,10.0398272509651,2.09730910920838,1.28202976033997,Cn.All.60.PairX(CalArb)@CnCom.Id807035.CalArb3N,Night,Allocation ss8,0.0,0.09999999999999981,0.0,2.6888126946372557
DLjd@192.168.1.17@55608,0,10.0398272509651,2.09730910920838,1.28202976033997,Cn.All.60.PairX(CalArb)@CnCom.Id807035.CalArb3N,Night,Allocation ss8,0.0,0.09999999999999981,0.0,2.6888126946372557
DLjd@192.168.1.17@55609,0,10.0398272509651,2.09730910920838,1.28202976033997,Cn.All.60.PairX(CalArb)@CnCom.Id807035.CalArb3N,Night,Allocation ss8,0.0,0.09999999999999981,0.0,2.6888126946372557
DLl@192.168.1.17@55613,0.0264482107836527,10.0398272509651,2.09730910920838,1.28202976033997,Cn.All.60.PairX(CalArb)@CnCom.Id807035.CalArb3N,Night,Allocation ss8,0.7139751355274094,0.09999999999999981,0.07139751355274081,2.6888126946372557
